Timestamp,Driver_ID,Driver_names,Time_Minutes,Travel_Distance_km,Eye_Closure_Percentage,Blink_Rate,Head_Pitch_Angle
2025-06-01 13:28:00,D2,Mohit,28,23.24,36,10,8
2025-06-01 13:29:00,D2,Mohit,29,24.07,36,10,8
2025-06-01 13:30:00,D2,Mohit,30,24.9,37,10,8
2025-06-01 13:31:00,D2,Mohit,31,25.73,37,10,8
2025-06-01 13:32:00,D2,Mohit,32,26.56,38,10,8
2025-06-01 13:33:00,D2,Mohit,33,27.39,38,10,8
2025-06-01 13:34:00,D2,Mohit,34,28.22,39,10,8
2025-06-01 13:35:00,D2,Mohit,35,29.05,39,10,8
2025-06-01 13:36:00,D2,Mohit,36,29.88,40,10,8
2025-06-01 13:37:00,D2,Mohit,37,30.71,40,10,8
2025-06-01 13:38:00,D2,Mohit,38,31.54,41,10,8
2025-06-01 13:39:00,D2,Mohit,39,32.37,41,10,8
2025-06-01 13:40:00,D2,Mohit,40,33.2,42,10,8
2025-06-01 13:41:00,D2,Mohit,41,34.03,42,10,8
2025-06-01 13:42:00,D2,Mohit,42,34.86,43,10,8
2025-06-01 13:43:00,D2,Mohit,43,35.69,43,10,8
2025-06-01 13:44:00,D2,Mohit,44,36.52,44,10,8
2025-06-01 13:45:00,D2,Mohit,45,37.35,44,10,8
2025-06-01 13:46:00,D2,Mohit,46,38.18,45,10,8
2025-06-01 13:47:00,D2,Mohit,47,39.01,45,10,8
2025-06-01 13:48:00,D2,Mohit,48,39.84,46,10,8
2025-06-01 13:49:00,D2,Mohit,49,40.67,46,10,8
2025-06-01 13:50:00,D2,Mohit,50,41.5,47,10,8
2025-06-01 13:51:00,D2,Mohit,51,42.33,47,10,8
2025-06-01 13:52:00,D2,Mohit,52,43.16,48,10,8
2025-06-01 13:53:00,D2,Mohit,53,43.99,48,10,8
2025-06-01 13:54:00,D2,Mohit,54,44.82,49,10,8
2025-06-01 13:55:00,D2,Mohit,55,45.65,49,10,8
2025-06-01 13:56:00,D2,Mohit,56,46.48,50,10,8
2025-06-01 13:57:00,D2,Mohit,57,47.31,50,10,8
2025-06-01 13:58:00,D2,Mohit,58,48.14,50,10,8
2025-06-01 13:59:00,D2,Mohit,59,48.97,50,10,8
2025-06-01 21:01:00,D3,John,1,0.91,35,12,5
2025-06-01 21:02:00,D3,John,2,1.82,36,12,5
2025-06-01 21:03:00,D3,John,3,2.73,36,12,5
2025-06-01 21:04:00,D3,John,4,3.64,37,12,5
2025-06-01 21:05:00,D3,John,5,4.55,37,11,6
2025-06-01 21:06:00,D3,John,6,5.46,38,11,6
2025-06-01 21:07:00,D3,John,7,6.37,38,11,6
2025-06-01 21:08:00,D3,John,8,7.28,39,11,6
2025-06-01 21:09:00,D3,John,9,8.19,39,11,6
2025-06-01 21:10:00,D3,John,10,9.1,40,10,7
2025-06-01 21:11:00,D3,John,11,10.01,40,10,7
2025-06-01 21:12:00,D3,John,12,10.92,41,10,7
2025-06-01 21:13:00,D3,John,13,11.83,41,10,7
2025-06-01 21:14:00,D3,John,14,12.74,42,10,7
2025-06-01 21:15:00,D3,John,15,13.65,42,10,7
2025-06-01 21:16:00,D3,John,16,14.56,43,10,7
2025-06-01 21:17:00,D3,John,17,15.47,43,10,7
2025-06-01 21:18:00,D3,John,18,16.38,44,10,7
2025-06-01 21:19:00,D3,John,19,17.29,44,10,7
2025-06-01 21:20:00,D3,John,20,18.2,45,10,7
2025-06-01 21:21:00,D3,John,21,19.11,45,10,7
2025-06-01 21:22:00,D3,John,22,20.02,46,10,8
2025-06-01 21:23:00,D3,John,23,20.93,46,10,8
2025-06-01 21:24:00,D3,John,24,21.84,47,9,8
2025-06-01 21:25:00,D3,John,25,22.75,47,9,8
2025-06-01 21:26:00,D3,John,26,23.66,48,9,8
2025-06-01 21:27:00,D3,John,27,24.57,48,9,8
2025-06-01 21:28:00,D3,John,28,25.48,49,9,8
2025-06-01 21:29:00,D3,John,29,26.39,49,9,8
2025-06-01 21:30:00,D3,John,30,27.3,50,9,8
2025-06-01 21:31:00,D3,John,31,28.21,50,9,8
2025-06-01 21:32:00,D3,John,32,29.12,51,8,9
2025-06-01 21:33:00,D3,John,33,30.03,51,8,9
2025-06-01 21:34:00,D3,John,34,30.94,52,8,9
2025-06-01 21:35:00,D3,John,35,31.85,52,8,9
2025-06-01 21:36:00,D3,John,36,32.76,53,8,9
2025-06-01 21:37:00,D3,John,37,33.67,53,8,9
2025-06-01 21:38:00,D3,John,38,34.58,54,8,9
2025-06-01 21:39:00,D3,John,39,35.49,54,8,9
2025-06-01 21:40:00,D3,John,40,36.4,55,8,9
2025-06-01 21:41:00,D3,John,41,37.31,55,8,9
2025-06-01 21:42:00,D3,John,42,38.22,55,8,9
2025-06-01 21:43:00,D3,John,43,39.13,55,8,9
2025-06-01 21:44:00,D3,John,44,40.04,55,8,9
2025-06-01 21:45:00,D3,John,45,40.95,55,8,9
2025-06-01 21:46:00,D3,John,46,41.86,55,8,9
2025-06-01 21:47:00,D3,John,47,42.77,55,8,9
2025-06-01 21:48:00,D3,John,48,43.68,55,8,9
2025-06-01 21:49:00,D3,John,49,44.59,55,8,9
2025-06-01 21:50:00,D3,John,50,45.5,55,8,9
2025-06-01 21:51:00,D3,John,51,46.41,55,8,9
2025-06-01 21:52:00,D3,John,52,47.32,55,8,9
2025-06-01 21:53:00,D3,John,53,48.23,55,8,9
2025-06-01 21:54:00,D3,John,54,49.14,55,8,9
2025-06-01 21:55:00,D3,John,55,50.05,55,8,9
2025-06-01 21:56:00,D3,John,56,50.55,8,9
2025-06-01 21:57:00,D3,John,57,51.87,55,8,9
2025-06-01 21:58:00,D3,John,58,52.78,55,8,9
2025-06-01 21:59:00,D3,John,59,53.69,55,8,9
2025-06-01 22:00:00,D3,John,60,54.6,55,8,9
2025-06-02 02:01:00,D4,Harry,1,0.83,56,8,9
2025-06-02 02:02:00,D4,Harry,2,1.66,56,8,9
2025-06-02 02:03:00,D4,Harry,3,2.49,57,8,10
2025-06-02 02:04:00,D4,Harry,4,3.32,57,7,10
2025-06-02 02:05:00,D4,Harry,5,4.15,58,7,10
2025-06-02 02:06:00,D4,Harry,6,4.98,58,7,10
2025-06-02 02:07:00,D4,Harry,7,5.81,59,7,10
2025-06-02 02:08:00,D4,Harry,8,6.64,59,7,10
2025-06-02 02:09:00,D4,Harry,9,7.47,60,6,11
2025-06-02 02:10:00,D4,Harry,10,8.3,60,6,11
2025-06-02 02:11:00,D4,Harry,11,9.13,61,6,11
2025-06-02 02:12:00,D4,Harry,12,9.61,6,11
2025-06-02 02:13:00,D4,Harry,13,10.79,62,6,11
2025-06-02 02:14:00,D4,Harry,14,11.62,62,6,11
2025-06-02 02:15:00,D4,Harry,15,12.45,63,5,12
2025-06-02 02:16:00,D4,Harry,16,13.28,63,5,12
2025-06-02 02:17:00,D4,Harry,17,14.11,64,5,12
2025-06-02 02:18:00,D4,Harry,18,14.94,64,5,12
2025-06-02 02:19:00,D4,Harry,19,15.77,65,5,12
2025-06-02 02:20:00,D4,Harry,20,16.6,65,5,12
2025-06-02 02:21:00,D4,Harry,21,17.43,66,5,12
2025-06-02 02:22:00,D4,Harry,22,18.26,66,5,12
2025-06-02 02:23:00,D4,Harry,23,19.09,67,5,13
2025-06-02 02:24:00,D4,Harry,24,19.92,67,5,13
2025-06-02 02:25:00,D4,Harry,25,20.75,68,4,13
2025-06-02 02:26:00,D4,Harry,26,21.58,68,4,13
2025-06-02 02:27:00,D4,Harry,27,22.41,69,4,13
2025-06-02 02:28:00,D4,Harry,28,23.24,69,4,13
2025-06-02 02:29:00,D4,Harry,29,24.07,70,4,13
2025-06-02 02:30:00,D4,Harry,30,24.9,70,4,13
2025-06-02 02:31:00,D4,Harry,31,25.73,71,4,14
2025-06-02 02:32:00,D4,Harry,32,26.56,71,4,14
2025-06-02 02:33:00,D4,Harry,33,27.39,72,4,14
2025-06-02 02:34:00,D4,Harry,34,28.22,72,4,14
2025-06-02 02:35:00,D4,Harry,35,29.05,73,3,14
2025-06-02 02:36:00,D4,Harry,36,29.88,73,3,14
2025-06-02 02:37:00,D4,Harry,37,30.71,74,3,15
2025-06-02 02:38:00,D4,Harry,38,31.54,74,3,15
2025-06-02 02:39:00,D4,Harry,39,32.37,75,3,15
2025-06-02 02:40:00,D4,Harry,40,33.2,75,3,15
2025-06-02 02:41:00,D4,Harry,41,34.03,75,3,15
2025-06-02 02:42:00,D4,Harry,42,34.86,75,3,15
2025-06-02 02:43:00,D4,Harry,43,35.69,75,3,15
2025-06-02 02:44:00,D4,Harry,44,36.52,75,3,15
2025-06-02 02:45:00,D4,Harry,45,37.35,75,3,15
2025-06-02 02:46:00,D4,Harry,46,38.18,75,3,15
2025-06-02 02:47:00,D4,Harry,47,38.01,75,3,15
2025-06-02 02:48:00,D4,Harry,48,39.84,75,3,15
2025-06-02 02:49:00,D4,Harry,49,40.67,75,3,15
2025-06-02 02:50:00,D4,Harry,50,41.5,75,3,15
2025-06-02 02:51:00,D4,Harry,51,42.33,75,3,15
2025-06-02 02:52:00,D4,Harry,52,43.16,75,3,15
2025-06-02 02:53:00,D4,Harry,53,43.99,75,3,15
2025-06-02 02:54:00,D4,Harry,54,44.82,75,3,15
2025-06-02 02:55:00,D4,Harry,55,45.65,75,3,15
2025-06-02 02:56:00,D4,Harry,56,46.48,75,3,15
2025-06-02 02:57:00,D4,Harry,57,47.31,75,3,15
2025-06-02 02:58:00,D4,Harry,58,48.14,75,3,15
2025-06-02 02:59:00,D4,Harry,59,48.97,75,3,15
2025-06-02 03:00:00,D4,Harry,60,49.8,75,3,15
